[INFO ] 16 Jun 2022 14:59:35,999 qa.base.BaseTest:128 - getAttribute - Located by By.chained({By.xpath: //android.view.ViewGroup[@content-desc="test-Description"]/android.widget.TextView[2]})text: getProdDetailsSlbDetails from ProductDetailsPage
[INFO ] 16 Jun 2022 14:59:36,000 qa.base.BaseTest:87 - waitForElementVisibility - Located by By.chained({By.xpath: //android.view.ViewGroup[@content-desc="test-Description"]/android.widget.TextView[2]})
[INFO ] 16 Jun 2022 14:59:36,086 qa.base.BaseTest:135 - scrollToElement - Methode scrollToElement called from ProductDetailsTest_validateProdDetailsAndPrice
[INFO ] 16 Jun 2022 14:59:39,183 qa.base.BaseTest:128 - getAttribute - Located by By.chained({By.AccessibilityId: test-Price})text: getProdDetailsSlbPrice from ProductDetailsPage
[INFO ] 16 Jun 2022 14:59:39,183 qa.base.BaseTest:87 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Price})
[INFO ] 16 Jun 2022 14:59:39,325 qa.base.BaseTest:101 - click - Located by By.chained({By.AccessibilityId: test-BACK TO PRODUCTS}): Press SLB Title from ProductsPage
[INFO ] 16 Jun 2022 14:59:39,326 qa.base.BaseTest:87 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-BACK TO PRODUCTS})
[INFO ] 16 Jun 2022 14:59:39,412 qa.base.BaseTest:128 - getAttribute - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Item title"])[1]})text: getSLBTitle from ProductsPage
[INFO ] 16 Jun 2022 14:59:39,412 qa.base.BaseTest:87 - waitForElementVisibility - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Item title"])[1]})
[INFO ] 16 Jun 2022 14:59:40,420 qa.base.BaseTest:128 - getAttribute - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Price"])[1]})text: getSLBPrice from ProductsPage
[INFO ] 16 Jun 2022 14:59:40,421 qa.base.BaseTest:87 - waitForElementVisibility - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Price"])[1]})
[INFO ] 16 Jun 2022 14:59:40,552 qa.base.BaseTest:101 - click - Located by By.chained({By.AccessibilityId: test-Menu}): Press Menu Button from - MenuPage
[INFO ] 16 Jun 2022 14:59:40,553 qa.base.BaseTest:87 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Menu})
[INFO ] 16 Jun 2022 14:59:40,646 qa.base.BaseTest:101 - click - Located by By.chained({By.AccessibilityId: test-LOGOUT}): Press Logout Button from - SettingsPage
